"Sl No",Asset Id,Asset Name,"Start Chainage","End Chainage","Length (Km)",District
1328,PW05010301026339,Mavanal-Transformer jn. road,0,2.2,2.2,PTA
1329,PW05010302016311,Kachuvayal Anandappally,0,4,4,PTA
1330,PW05010302026309,"Holy cross-EV vayanasala-Mithrapuram Road",0,2.5,2.5,PTA
1331,PW05010302016312,Kurisumoodu Cherickal,0,3.2,3.2,PTA
1332,PW05010301026347,"ANJILIKKUNNU-VADAKKUPURAM-ERAMBATHODU-MALAYALAPPUZHA-MUHURTHIKKAVU ROAD",0,13.3,13.3,PTA
1333,PW05010302016313,Alummoodu Parakkoottam,0,4.46,4.46,PTA
1334,PW05010302016314,Enathu Pattazhi,0,1.65,1.65,PTA
1335,PW05010302016333,Muttar Valakkadavu,0,1.8,1.8,PTA
1336,PW05010302016334,Kochalummoodu Pandalam,7.65,12.4,4.75,PTA
1337,PW05010301026343,challamvelippadi-parakkadavu road,0,4,4,PTA
1338,PW05010302016332,Kudassanadu Thandanuvila,0,2.5,2.5,PTA
1339,PW05010301026345,KOKKATHODU - KALLELLY ROAD,0,8,8,PTA
1340,PW05010302016308,"Chakkalavattom KarippoorThottakonam",0,3.7,3.7,PTA
1341,PW05010302016307,Nellimukal Thengamam,0,8.3,8.3,PTA
1342,PW05010302016331,Kadampanadu Enadi,0,8.25,8.25,PTA
1343,PW05010302016330,Parakkodu Iverkala,3.5,10.38,6.88,PTA
1344,PW05010302016329,Adoor Mannadi,3,6.4,3.4,PTA
1345,PW05010302016328,"Thenginal Avichakulam AdayappaduKurissumoodu",0,5,5,PTA
1346,PW05010302026337,Adoor Ring Road,0,1.5,1.5,PTA
1347,PW05010302016327,Koduman - Valluvayal - Angadickal,0,5,5,PTA
1348,PW05010302016326,EV road,0,5.98,5.98,PTA
1349,PW05010302016325,Thuvayoor Nilamel,0,3.9,3.9,PTA
1350,PW05010301026341,"KUMMANNUR - NEERMAKULAMROAD",0,15,15,PTA
1351,PW05010302016324,Thumpamon Pariyaram,0,1.2,1.2,PTA
1352,PW05010302016323,Anandappally Kodumon,0,4,4,PTA
1353,PW05010301026342,"APPROACH ROAD TO SANCHAYATHKADAVU BRIDGE",0,0.9,0.9,PTA
1354,PW05010302016335,Pallickal Thengamam,0,2.7,2.7,PTA
1355,PW05010302016322,SNVHS Kulathinal,0,5,5,PTA
1356,PW05010302016321,Kollakadavu Kulanada,10.2,11.46,1.26,PTA
1357,PW05010302016320,"Malamekkara -Kunnathukara -Chala -Puthenchanda -Water Tank Jn -Parakkoottam Factory Jn -Azad Jn road",0,8.8,8.8,PTA
1358,PW05010302016319,Kurampala Pazhakulam,0,4.75,4.75,PTA
1359,PW05010302016336,Kurampala Keerukuzhy,0,4.2,4.2,PTA
1360,PW05010302016318,Pazhakulam Anayadi,0,7.75,7.75,PTA
1361,PW05010302016317,Keerukuzhi Chandanappally,0,5,5,PTA
1362,PW05010302016316,"Mekkunnumugal Pallickal VellachiraThengamam",0,2.2,2.2,PTA
1363,PW05010305016327,"Road from Pallivetta Alu to River Southroad",0,0.7,0.7,PTA
1364,PW05010305016326,Chathenkery - Muttar Road,0,2.41,2.41,PTA
1365,PW05010305026306,Kumbanadu- Aratupuzha road,0,5.29,5.29,PTA
1366,PW05010305026307,Kallissery- Eraviperoor road,2,7.51,5.51,PTA
1367,PW05010305016325,Eradichira - Mundadichira Road,0,1.6,1.6,PTA
1368,PW05010305026308,Kallissery - Vallamkulam road,0,4.37,4.37,PTA
1369,PW05010305026309,Puthenkavu-Eraviperoor road,2,6,4,PTA
1370,PW05010305026310,Chirayirambu-Thonippuzha road,0,0.9,0.9,PTA
1371,PW05010305026311,Kareeyilamukku-Othara road,0,3.3,3.3,PTA
1372,PW05010305026312,Pulimootilpady-Puthenveetilpady road,0,0.89,0.89,PTA
1373,PW05010305026313,Almavu- Kurisukavala road,0,2,2,PTA
1374,PW05010305026314,Thundiyilkadavu- Ezhumattoor,0,2,2,PTA
1375,PW05010305016323,Kavumbhagom - Muttuchira Road,0,2.84,2.84,PTA
1376,PW05010305026315,Parappuzha Cross road,0,2.72,2.72,PTA
1377,PW05010305026316,Branch road to Parappuzha cross road,0,1.1,1.1,PTA
1378,PW05010305026317,Charalmount road,0,0.67,0.67,PTA
1379,PW05010305016324,Krishnapadam road,0,2.2,2.2,PTA
1380,PW05010305026318,Eraviperoor- Pulladu road,0,3.3,3.3,PTA
1381,PW05010305026319,"Mamoodu- Othara- Paramootilkadavuroad",0,4,4,PTA
1382,PW05010305026320,Old TK road,0,0.39,0.39,PTA
1383,PW05010305026321,SMV road,0,0.8,0.8,PTA
1384,PW05010305016328,Vengal Veloor Mundakam Road,0,3,3,PTA
1385,PW05010305026322,"Varatar Bridge in MC road to KallisseryEraviperoor road",0,4.42,4.42,PTA
1386,PW05010305026323,Thondra Vallamkulam road,0,4.4,4.4,PTA
1387,PW05010305016329,Karakkal - Kattappurathuchira Road,0,3.5,3.5,PTA
1388,PW05010305016330,"Komenkerichira - Ambedkar colonyRoad",0,2.4,2.4,PTA
1389,PW05010305016352,"Approach road of Thondara Bridge inMC Road Ch.122/800 (both sides)",0,2.34,2.34,PTA
1390,PW05010305016331,B1- B1 Road at Thiruvalla Town,0,0.3,0.3,PTA
1391,PW05010305016353,"Approach road to Manipuzha bridge atKayamkulam - Thiruvalla Road",0,0.2,0.2,PTA
1392,PW05010305016351,"Approach road to NeerettupuramPumba Boat racecourse at ch19/000 ofAmbalapuzha Thiruvalla Road",0,0.15,0.15,PTA
1393,PW05010305016355,"Approach road to Kattunilam bridgefrom Niranam - Thottady road",0,0.45,0.45,PTA
1394,PW05010305016336,"Alumthuruthy - Chala - Chakkulam -Panachimood - Thokkanady road",0,5.5,5.5,PTA
1395,PW05010305016354,"Approach road to Pulikeezhu bridge inKayamkulam Thiruvalla road (both",0,0.5,0.5,PTA
1396,PW05010305016356,"Approach road to old Vaikkathillambridge at ch 21/600 of Ambalapuzha",0,0.6,0.6,PTA
1397,PW05010305016335,Kanjirathumood Chathenkery,0,5.8,5.8,PTA
1398,PW05010305016337,Manipuzha Peringara road,0,1,1,PTA
1399,PW05010305016340,Bethany Church Road,0,1.2,1.2,PTA
1400,PW05010305016338,"82nd mile MC road to 5th mile of CWroad",0,0.4,0.4,PTA
1401,PW05010302026349,Adoor- Thumpamon,0,3,3,PTA
1402,PW05010305016339,80th Mile MC road to Chumathra,0,1.6,1.6,PTA
1403,PW05010305016348,Old Kayamkulam - Thiruvalla Road,0,0.7,0.7,PTA
1404,PW05010305016347,Bethelpady-Chumathra,0,2,2,PTA
1405,PW05010305016350,"Road From Thiruvalla - MallapallyRoad to Kattillam Landing",0,3.6,3.6,PTA
1406,PW05010305016346,Railway station Road from TK road,0,0.4,0.4,PTA
1407,PW05010305016349,Approach road to Marthoma college,0,1.6,1.6,PTA
1408,PW05010305016345,"Niranam Duck farm - Alumthuruthy -Kuthiyathodu",0,5.99,5.99,PTA
1409,PW05010305016344,"Manjady-Amaloor-Railway station -Marthoma college road",0,2.5,2.5,PTA
1410,PW05010305016343,Alumthuruthy - Eramallikkara road,0,1.5,1.5,PTA
1411,PW05010305016342,"Railway station Road from AcademyRoad",0,0.15,0.15,PTA
1412,PW05010303016314,Ayroor - Puthiyakavu Temple,0,0.51,0.51,PTA
1413,PW05010303016315,"Pakuthikacherypady - Cherukolppuzharoad",0,0.8,0.8,PTA
1414,PW05010303016316,"Kanjeetukara Road ( Malpan Branch )Ch:0/000 - 1/637",0,1.64,1.64,PTA
1415,PW05010303016317,"Pulloli - Valavodikavu -Ambalathinkavu",0,2.4,2.4,PTA
1416,PW05010303016319,Vechoochira - Manipuzha road,0,3,3,PTA
1417,PW05010303016320,Vaikom - Vayalapadi road,0,0.6,0.6,PTA
1418,PW05010303016322,"12th mile PC road ( Moolackal peedika- Plankamon road )",0,3,3,PTA
1419,PW05010303016349,Mannarakulanji-Kozhencherry road,0,4,4,PTA
1420,PW05010303016323,Valiyakavu Reserve road,0,8.2,8.2,PTA
1421,PW05010303016324,Chethomkara-Athikkayam road,0,7.4,7.4,PTA
1422,PW05010303016325,Ittiyappara - Ammachikadu Road,0,4.5,4.5,PTA
1423,PW05010303016326,Aythala - Kidagoormoozhy Road,0,3.3,3.3,PTA
1424,PW05010303016340,Ranny - Kumblathanam Road,0,2.8,2.8,PTA
1425,PW05010303016327,Ranny Bye pass Road,0,0.61,0.61,PTA
1426,PW05010303016328,Ranny New Bye pass,0,0.2,0.2,PTA
1427,PW05010303016329,Ranny - Vadasserrikkara Road,0,5.6,5.6,PTA
1428,PW05010303016330,Uthimoodu - Kumplampoika Road,0,2.27,2.27,PTA
1429,PW05010303016332,Ettichuvadu - Kariyamplavu Road,0,4,4,PTA
1430,PW05010303016334,Kalayanimukku - Alimukku Road,0,5,5,PTA
1431,PW05010303016338,Plankamon - Edathramon road,0,3.8,3.8,PTA
1432,PW05010303016339,Plankamon - Perrorchal road,0,3.8,3.8,PTA
1433,PW05010303016337,Plankamon - Kurudamannilkadavu road,0,4,4,PTA
1434,PW05010303016344,Poozhikunnu - Chellakadu road,0,3,3,PTA
1435,PW05010303016348,Ranny - Aythala road,0,2.8,2.8,PTA
1436,PW05010303016346,Uthomoodu ��� Peroorcha,0,4.6,4.6,PTA
1437,PW05010303016347,Peroorchal-Kattathani road,0,4,4,PTA
1438,PW05010303016343,Ranny Branch road,2,7.2,5.2,PTA
1439,PW05010303016345,Chethackal-Noorokadu road,0,9.6,9.6,PTA
1440,PW05010303016350,PTA - Ayroor Road,10,12.4,2.4,PTA
1441,PW05010303016331,Kanakappalam - Vechoochira Road,0,5,5,PTA
1442,PW05010303016333,Jandayickal - Athikkayam Road,0,9,9,PTA
1443,PW05010303016335,Kumbanadu - Cherukolpuzha road,6,7.86,1.86,PTA
1444,PW05010303016336,Malpan Road,0,3,3,PTA
1445,PW05010303016341,"Sabarimala Village Road fromVazhakunnam to Cherukolpuzha Road",0,1.2,1.2,PTA
1446,PW05010303026323,Koonamkara - Thonikadavu road,0,7.4,7.4,PTA
1447,PW05010303026324,Plappalli - Kakki - Vandiperiyar Road,0,70.58,70.58,PTA
1448,PW05010303026325,"Madathumoozhy-Poovathummooduroad",0,2.05,2.05,PTA
1449,PW05010301016358,Mekkozhur-Chamathakkal road,0,1.5,1.5,PTA
1450,PW05010303016352,Dippoppady Chengaramukku,0,3,3,PTA
1451,PW05010304016344,"Thelaman-Pullukuthy and branch roadleading to Chelakombu road",0,5.21,5.21,PTA
1452,PW05010302026347,Puthusserybhagom-Thattarupadi,0,2.2,2.2,PTA
1453,PW05010304016347,"Cherathottukadavu-KavanalkadavuRoad",0,1.77,1.77,PTA
1454,PW05010303016353,Vennikulam-Ranny,9,15.6,6.6,PTA
1455,PW05010303016355,Chakkappalam- Kadammanitta,0,4.5,4.5,PTA
1456,PW05010305016357,Kavumbhagam Thukalasseri road,0,4.97,4.97,PTA
1457,PW05010302026348,Chandanappally-Koodal,0,12.17,12.17,PTA
1458,PW05010301026349,Aruvappulam Vakayar,0,3.45,3.45,PTA
1459,PW05010305026324,Vallamkulam - Thottapuzha Road,0,3.82,3.82,PTA
1460,PW05010305026325,Maramon - Arattupuzha Road,0,5.49,5.49,PTA
1461,PW05010305026326,"Kunnamthanam - KizhavarakadavuRoad",0,2.22,2.22,PTA
1462,PW05010305026327,Pulladu - Konnathukadavu Road,0,2.33,2.33,PTA
1463,PW05010305026329,Pullad - Othera Road,0,2.41,2.41,PTA
1464,PW05010305026331,Pullad - Kareelamukku Road,0,2.87,2.87,PTA
1465,PW05010305026328,Kumbanadu - Othera Road,0,4.43,4.43,PTA
1466,PW05010305016321,"79th Mile of M.C.Road to I st Mile ofT.K Road",0,1.63,1.63,PTA
1467,PW05010305016307,Temple Road,0,0.5,0.5,PTA
1468,PW05010305016309,Kadapra - Veeyapuram Road,0,8,8,PTA
1469,PW05010305016313,Niranom - Thottady Road,0,1.73,1.73,PTA
1470,PW05010305016322,Chengannur - Mannar Road,6.6,9.2,2.6,PTA
1471,PW05010305016308,Moovadathupady - Mepral Road,0,3.14,3.14,PTA
1472,PW05010305026330,"Nannoor - PuthenparampilkadavuRoad",0,1.6,1.6,PTA
1473,PW05010305016317,"1st Mile of Tvia - Pulikkezhu Road toKulakkattil Road",0,1.15,1.15,PTA
1474,PW05010305016341,Post Office Road,0,0.15,0.15,PTA
1475,PW05010305016315,Public Office Road,0,0.4,0.4,PTA
1476,PW05010305016310,"Railway Station Road from Thiruvalla -Mallapally Road A",0,0.41,0.41,PTA
1477,PW05010303026319,"Eruvattuppuzha - Mampara - ManiyarRoad",0,7.05,7.05,PTA
1478,PW05010303026318,Seethathodu - Valupara Road,0,3.8,3.8,PTA
1479,PW05010303016302,Melukara - Ranni Road,0,10,10,PTA
1480,PW05010303016301,Mukkada - Edamon - Athikayam Road,0,9.78,9.78,PTA
1481,PW05010303016312,Ozhuvanpara - Vadasserikara Road,0,5.5,5.5,PTA
1482,PW05010303026326,"Moozhiyar Road (Link Road BetweenSH7 & SH67)",0,0.45,0.45,PTA
1483,PW05010303026317,Kavanal - Preunadu Road,0,6.4,6.4,PTA
1484,PW05010303026316,"Manoramamukku-ChengaramukkuRoad",0,10,10,PTA
1485,PW05010303026314,Chittar - Angamoozhy Road,0,12.5,12.5,PTA
1486,PW05010303026320,Chittar - Pulayanpara Road,0,8.5,8.5,PTA
1487,PW05010303026315,"Padayanipara - Kodumudi - ChittarRoad",0,6.8,6.8,PTA
1488,PW05010303016306,Palachuvadu - Narikkuzhy Road,0,4.4,4.4,PTA
1489,PW05010303016305,Putamon - Kottathodu Road,0,5.6,5.6,PTA
1490,PW05010303016311,Thekkepuram - Panthalammukku Road,0,4,4,PTA
1491,PW05010303026321,Benglavukadavu - Mukkam Road,0,6,6,PTA
1492,PW05010303016310,"Kavumukku - Thottavallypady Road -(Asan Road)",0,2.58,2.58,PTA
1493,PW05010303016303,Cherukolepuzha - Ranny Road,0,9.2,9.2,PTA
1494,PW05010303026302,Plapally - Thulapally Road,0,4,4,PTA
1495,PW05010303026313,Mukkampetty Pampavally Road,8,10,2,PTA
1496,PW05010301016325,Kaippattoor - PTA Road ch:0/000-6/330,0,6.33,6.33,PTA
1497,PW05010301016326,"Pandalam - Omalloor Road ch:0/000-11/800",0,11.8,11.8,PTA
1498,PW05010301016327,"Omalloor - Pariyaram Road ch:0/000-7/850",0,7.85,7.85,PTA
1499,PW05010301016329,"PTA - Thazhoorkadavu Road ch:0/000-4/600",0,4.6,4.6,PTA
1500,PW05010301016330,"Omalloor - Thazhoorkadavu (via)Panniyali Road ch:0/000-3/150",0,3.15,3.15,PTA
1501,PW05010301016331,Omalloor - Kodumthara Road,0,1.8,1.8,PTA
1502,PW05010301036313,Manjinikara - Elavumthitta Road,0,5.74,5.74,PTA
1503,PW05010301016332,"Karakkadu - Kaippattoor Roadch:0/000-1/150",0,1.15,1.15,PTA
1504,PW05010301016333,"Nariyapuram - Karakkadu Roadch:0/000-1/300",0,1.3,1.3,PTA
1505,PW05010301016334,Omalloor - Thazhoorkadavu,0,2.5,2.5,PTA
1506,PW05010301016357,Puthenpeedika - Variyapuram Road,0,5.3,5.3,PTA
1507,PW05010301016336,T.B. Approach Road ch:0.000-0/657,0,0.66,0.66,PTA
1508,PW05010301016337,"Kulasekharapathi - Mylapra Road0/000-1/150",0,1.15,1.15,PTA
1509,PW05010301016338,Vettippuram - Thonniyamala Road,0,4,4,PTA
1510,PW05010301016339,"Vettippuram - Mylapra Road ch:0/000-1/800",0,1.8,1.8,PTA
1511,PW05010301016340,"Kannamkara - Valamchuzhy Roadch:0/000-0/820",0,0.82,0.82,PTA
1512,PW05010301016341,PTA - Ayroor Road ch:0/000-6/000,0,6,6,PTA
1513,PW05010301016343,Pariyaram - Vettippuram Road,0,5.2,5.2,PTA
1514,PW05010301016344,Puthenpeedika - Kodumthara Road,0,1.52,1.52,PTA
1515,PW05010301016335,"Azhoor - Catholicate High school Roadch:0/000-1/600",0,1.6,1.6,PTA
1516,PW05010301016346,"Muttukudukka - Prakkanam Road0/000-2/265",0,2.27,2.27,PTA
1517,PW05010301016302,Ring Road,0,5.3,5.3,PTA
1518,PW05010301016347,Kumbazha Plaveli Road ch:0/000-3/800,0,3.8,3.8,PTA
1519,PW05010301016355,"Pandalam - Aranmula road ch:0/000-6/800",0,6.8,6.8,PTA
1520,PW05010301036312,Nirannakalpady - Adiyani Road,0,4.52,4.52,PTA
1521,PW05010301036339,Parappuzha ferry Road 0/00 - 0/430,0,0.43,0.43,PTA
1522,PW05010301016354,"Thannikkuzhi - Thonniyamala Roadch:0/000-2/250",0,2.25,2.25,PTA
1523,PW05010301016352,"Approach Road to Parakadavu Bridgech:0/000-0/750",0,0.75,0.75,PTA
1524,PW05010301036314,St. Thomas College Road,0,1.65,1.65,PTA
1525,PW05010301016353,"Prakkanam - Elavumthitta Roadch:0/000-2/900",0,2.9,2.9,PTA
1526,PW05010301036315,Kozhipalam - Karakkad Road,0,5.1,5.1,PTA
1527,PW05010301036308,Mulakuzha - Kidangannur Road,0,5.1,5.1,PTA
1528,PW05010301036337,Melukara -Cherukolpuzha Road,0,2.05,2.05,PTA
1529,PW05010301036301,"Kozhencherry - Marottimukku -Kizhukara - Melukara Road",0,2.85,2.85,PTA
1530,PW05010301036316,Aranmula - Pariyaram Road,0,5.4,5.4,PTA
1531,PW05010301036317,Vattakavu - Nellikala Road,0,1.4,1.4,PTA
1532,PW05010301016349,"Kulanada - Ramanchira Road ch:0/000-5/100",0,5.1,5.1,PTA
1533,PW05010301036318,Madathumpady - Kanamukku Road,0,1.27,1.27,PTA
1534,PW05010301016350,Chirakala - Elanthoor - Market Road,0,3,3,PTA
1535,PW05010301016351,"Kottayakavinal - Ovilpady -Kollampady - Cheekanal road",0,6.55,6.55,PTA
1536,PW05010301036320,Kozhencherry - Cherukolpuzha Road,0,2.4,2.4,PTA
1537,PW05010301036319,Thekkemala - Naranganam Road,0,3.48,3.48,PTA
1538,PW05010301036322,Kozhencherry Oneway Traffic Road,0,0.89,0.89,PTA
1539,PW05010301036321,Kuzhikala - Kulathumkal Pady Road,0,1.04,1.04,PTA
1540,PW05010301036323,Aranmula Temple Approach Road,0,1.06,1.06,PTA
1541,PW05010301036338,"Mannarakulaji - Kozhencherry toSt.Thomas College Road",0,0.34,0.34,PTA
1542,PW05010301036324,"Sabarimala Village Road portion ofMaruthoorkadavu Oneway Traffic Road",0,1.82,1.82,PTA
1543,PW05010301036325,Kozhencherry Market Road,0,0.15,0.15,PTA
1544,PW05010301036326,Puthuenkavu- Kidanganuur Road,0,4.4,4.4,PTA
1545,PW05010301036334,Chengannur - Kidangannur Road,3.5,7.2,3.7,PTA
1546,PW05010301036333,Malakkara - Kurichimuttom Road,0,2.9,2.9,PTA
1547,PW05010301036328,Kuzhikala - Kanjiraveli - Road,0,3.15,3.15,PTA
1548,PW05010301036327,Kulanada - Society Pady - Karithotta,0,5.9,5.9,PTA
1549,PW05010301036330,Sabarimala Village Road,0,1.1,1.1,PTA
1550,PW05010301036331,Onnukal - Muripara Road,0,2.5,2.5,PTA
1551,PW05010301036332,Pannikuzhy - Thekkelpady Road,0,3.55,3.55,PTA
1552,PW05010301036329,Ramachira - Kallunkal Road,0,1.1,1.1,PTA
1553,PW05010301036336,PTA - Ayroor Road,6,10,4,PTA
1554,PW05010304026311,"Ezhumattoor - Kulathakom Vaipur BusStand Road",0,6.64,6.64,PTA
1555,PW05010304026321,SMV Road,0.8,4.1,3.3,PTA
1556,PW05010304026307,Valankara - Ayroor Road,0,8.3,8.3,PTA
1557,PW05010304026318,Vennikulam - Ranni Road,0,9,9,PTA
1558,PW05010304026320,Almavu - Kurisukavala Road,2,3.32,1.32,PTA
1559,PW05010304026323,Vennikulam - Thelliyoor Road,0,3.4,3.4,PTA
1560,PW05010304026324,"Kavumgumprayar - Mundamala -Pattakkala Road",0,3,3,PTA
1561,PW05010304026310,Bastow Road - 1st Section,0,5.28,5.28,PTA
1562,PW05010304026315,"Perumpetty - Kariyanplavu -Kandampeeroor Road",0,3.6,3.6,PTA
1563,PW05010302026314,"Approach Road to Old Rest HouseAdoor",0,1.4,1.4,PTA
1564,PW05010302016303,Pattamthara - Ottathekku Road,0,4.8,4.8,PTA
1565,PW05010302016305,Kodumon - Angadickal Road,0,5.22,5.22,PTA
1566,PW05010302026302,Ezhankulam - Enadi Road,0,6.84,6.84,PTA
1567,PW05010302026305,Ezhamkulam - Theppupara Road,0,3.9,3.9,PTA
1568,PW05010302026304,Adoor - Mannady Road,0,3,3,PTA
1569,PW05010302016304,Kallukuzhi - Thengamom Road,0,4,4,PTA
1570,PW05010301016348,Old P.M Road ch:0/000-0/660,0,0.66,0.66,PTA
1571,PW05010404016305,"Karuvalil - Kannattumudi Road(Eravankara Riots)",0,2.628,2.628,PTA
1572,PW424630008,Kodanadu Bridge Approach Road,0,0.65,0.65,PTA
1573,PW424630009,Vazahyila Pallimukku Road,0,2,2,PTA
1574,PW424630010,"Old Ettumanoor -Poonjar Road-Erattupetta-Kaduvamuzhi",0,0.21,0.21,PTA
1575,PW424630011,"Old Ettumanoor- Poonjar Road-Marygiri Junction - Bharanganam",0,0.12,0.12,PTA
1576,PW424630012,"Old Ettumanoor-Poonjar Road-Melambara",0,0.3,0.3,PTA
1577,PW05010301026340,Kurishinmoodu-Kottipillethu road,0,7.2,7.2,PTA
1578,PW424630013,Aylara - Ernoorkarikkam - Manalil road,0,5.1,5.1,PTA
1579,PW05010301026323,"Konni - SCR Station Medical CollegePhase -1 Road",0,4.7,4.7,PTA
1580,PW424630014,"Link road connecting Pala KurishupallyJunction to River View Road",0,0.07,0.07,PTA
1581,PW424630015,"Kalkoonthal Mavady KailassamMullarikudy Road",0,12.6,12.6,PTA
1582,PW424630007,"Panachamoodu PanchamkuzhiMullaluvila",0,4,4,PTA
1583,PW424630006,Kuthirakulam - Vellanad,0,9,9,PTA
1584,PW05030203026330,Peringavu - Kottupadam Road,0,0.7,0.7,PTA
1585,PW424630002,"Sulthan Bathery -Karakandi-Valluvady-Odappallam Road",1.8,12.5,10.7,PTA
1586,PW424630005,Malayinkeezhu- Manjadi road,0,2,2,PTA
1587,PW05010303016321,"Kadayar - Puthen SabarimalaPuthezham",0,2.6,2.6,PTA
1588,PW05030203026338,Chirayil chungam - Kottasseri road,0,3.4,3.4,PTA
1589,PW424630004,Puliyarakonam - Erayankode road,0,2,2,PTA
1590,PW424630003,Chinnakanal Bodimettu via Suryanalli,0,15.3,15.3,PTA
1591,PW05030203026308,"Mangattumuri-Cherumuttam-Valiyaparamba road",0,3.33,3.33,PTA
1592,PW424630001,Maruthenkuzhy PTP,0,1,1,PTA
1593,PW05010403016301,"Kodukulanji-Thayyilppady-Pennukkaratemple -Ala-Athalakkadavu Road",0,5,5,Alappuzha
1594,PW05010402016329,"Road from 13/8AA road to Muttombazar mill Landing road",0,1.1,1.1,Alappuzha
1595,PW05010402016301,OLD NH road Cherthala,0,4.65,4.65,Alappuzha
1596,PW05010402016304,Kanjikkuzhy Muhamma road,0,4.03,4.03,Alappuzha
1597,PW05010405016302,Haripad Veeyapuram,1.65,6.01,4.36,Alappuzha
1598,PW05010402026303,Eramallor Ezhupunna Road,0,1.4,1.4,Alappuzha
1599,PW05010402026302,Chavadichantha Pallithodu Road,0,3.07,3.07,Alappuzha
1600,PW05010401026310,Haripad - Elenjimel road,0,5,5,Alappuzha
1601,PW05010402016306,"Kuruppankulangara Kanichukulangararoad",0,5.9,5.9,Alappuzha
1602,PW05010401026309,Haripad - Veeyapuram deviation road,0,0.55,0.55,Alappuzha
1603,PW05010402016305,Cherthala - Arookutty,0,6.6,6.6,Alappuzha
1604,PW05010402016307,Cherthala-Kuruppankulangara,0,2.38,2.38,Alappuzha
1605,PW05010401026308,Haripad - Veeyapuram road,0,1.65,1.65,Alappuzha
1606,PW05010401026307,Haripad Deviation road,0,1.1,1.1,Alappuzha
1607,PW05010402016308,Cherthala-Thanneermukkom,0,5.95,5.95,Alappuzha
1608,PW05010401026311,Thottappally - Thrikkunnapuzha road,0,7.6,7.6,Alappuzha
1609,PW05010402016309,"Cherthala Thekketheruvu ThiruvizhaKizhakkenada road",0,5.12,5.12,Alappuzha
1610,PW05010402016310,Chenganda Public Road to Poothotta,0,0.36,0.36,Alappuzha
1611,PW05010402016311,East & West Bank AS Canal Road,0,1.63,1.63,Alappuzha
1612,PW05010402016312,Kalikulam-Muttathiparambu Road,0,3.63,3.63,Alappuzha
1613,PW05010402016313,Kanichukulangara- chethy road,0,1.5,1.5,Alappuzha
1614,PW05010402016314,"Kanichukulangara Thiruvizha Crossroad",0,1.29,1.29,Alappuzha
1615,PW05010402016315,Kanichukulangara Road,0,2.13,2.13,Alappuzha
1616,PW05010402016316,Kanjikkuzhy-Mararikkulam road,0,3.2,3.2,Alappuzha
1617,PW05010402016317,Mararikkulam- kanichukulangara Road,0,3.07,3.07,Alappuzha
1618,PW05010402016318,Muttathiparambu road,0,4.38,4.38,Alappuzha
1619,PW05010402016331,"Muhamma Thanneermukkom (KayalBank)",0,10.25,10.25,Alappuzha
1620,PW05010402016320,Muttom Bazar Ettupurarackal road,0,0.75,0.75,Alappuzha
1621,PW05010402016319,"Mangalapuram LutharaneAyyappanchery",0,7.02,7.02,Alappuzha
1622,PW05010402016328,North Muttaom Bazar Convent Road,0,0.4,0.4,Alappuzha
1623,PW05010402016326,Ottapunna Kuruppankulangara Road,0,2.4,2.4,Alappuzha
1624,PW05010402016323,"Road connecting Chenganda jnThanneermukkam road junction fromCherthala Thanneermukkam via",0,2.1,2.1,Alappuzha
1625,PW05010402016325,"0/500 ST road to Chenganda(Kalikulam Chenganda)",0,2.18,2.18,Alappuzha
1626,PW05010401026302,Karthikappally - Danappady road,0,3,3,Alappuzha
1627,PW05010401026303,NH way - Karthikappally road,0,1.6,1.6,Alappuzha
1628,PW05010401026305,"Danappady - Narakathara DeviationRoad",0,1.2,1.2,Alappuzha
1629,PW05010401016348,Uncartable road,0,1.25,1.25,Alappuzha
1630,PW05010401016337,Bernad Nethaji road,0,2,2,Alappuzha
1631,PW05010401016341,Coastal Road,0,1.65,1.65,Alappuzha
1632,PW05010401016338,"Leprassy jn: korthasseri-Mararikulamroad",0,3.7,3.7,Alappuzha
1633,PW05010401016340,Kavunkal Valavanadu road,0,5.13,5.13,Alappuzha
1634,PW05010401016349,Plague Camp shed road,0,1.43,1.43,Alappuzha
1635,PW05010401016350,Fr Monzinjore Reynold Purakkal road,0,0.29,0.29,Alappuzha
1636,PW05010402016322,Poothotta Nedumbrakkadu road,0,1.73,1.73,Alappuzha
1637,PW05010402016344,"Road from 12/700 AA Road to 0/200SA Road",0,1.8,1.8,Alappuzha
